FileName,X1,Y1,X2,Y2,Frame
0X1A0A263B22CCD966.avi,138,62,138,64,1
0X1A0A263B22CCD966.avi,138,64,138,66,1
0X1A0A263B22CCD966.avi,138,66,139,68,1
0X1A0A263B22CCD966.avi,139,68,140,70,1
0X1A0A263B22CCD966.avi,140,70,140,72,1
0X1A0A263B22CCD966.avi,140,72,140,74,1
0X1A0A263B22CCD966.avi,140,74,140,76,1
0X1A0A263B22CCD966.avi,140,76,141,78,1
0X1A0A263B22CCD966.avi,141,78,142,80,1
0X1A0A263B22CCD966.avi,142,80,142,82,1
0X1A0A263B22CCD966.avi,142,82,143,84,1
0X1A0A263B22CCD966.avi,143,84,145,85,1
0X1A0A263B22CCD966.avi,145,85,147,87,1
0X1A0A263B22CCD966.avi,147,87,149,88,1
0X1A0A263B22CCD966.avi,149,88,151,89,1
0X1A0A263B22CCD966.avi,151,89,153,91,1
0X1A0A263B22CCD966.avi,153,91,154,93,1
0X1A0A263B22CCD966.avi,154,93,156,95,1
0X1A0A263B22CCD966.avi,156,95,157,97,1
0X1A0A263B22CCD966.avi,157,97,159,99,1
0X1A0A263B22CCD966.avi,159,99,161,101,1
0X1A0A263B22CCD966.avi,161,101,163,102,1
0X1A0A263B22CCD966.avi,163,102,165,102,1
0X1A0A263B22CCD966.avi,165,102,167,102,1
0X1A0A263B22CCD966.avi,167,102,169,102,1
0X1A0A263B22CCD966.avi,169,102,170,100,1
0X1A0A263B22CCD966.avi,170,100,172,100,1
0X1A0A263B22CCD966.avi,172,100,174,99,1
0X1A0A263B22CCD966.avi,174,99,176,98,1
0X1A0A263B22CCD966.avi,176,98,178,97,1
0X1A0A263B22CCD966.avi,178,97,180,96,1
0X1A0A263B22CCD966.avi,180,96,182,97,1
0X1A0A263B22CCD966.avi,182,97,184,95,1
0X1A0A263B22CCD966.avi,184,95,186,93,1
0X1A0A263B22CCD966.avi,186,93,186,91,1
0X1A0A263B22CCD966.avi,186,91,185,89,1
0X1A0A263B22CCD966.avi,185,89,183,88,1
0X1A0A263B22CCD966.avi,183,88,183,90,1
0X1A0A263B22CCD966.avi,183,90,184,92,1
0X1A0A263B22CCD966.avi,184,92,184,94,1
0X1A0A263B22CCD966.avi,184,94,182,96,1
0X1A0A263B22CCD966.avi,182,96,180,96,1
0X1A0A263B22CCD966.avi,180,96,178,97,1
0X1A0A263B22CCD966.avi,178,97,176,98,1
0X1A0A263B22CCD966.avi,176,98,174,98,1
0X1A0A263B22CCD966.avi,174,98,172,98,1
0X1A0A263B22CCD966.avi,172,98,170,98,1
0X1A0A263B22CCD966.avi,170,98,168,99,1
0X1A0A263B22CCD966.avi,168,99,166,98,1
0X1A0A263B22CCD966.avi,166,98,164,98,1
0X1A0A263B22CCD966.avi,164,98,162,97,1
0X1A0A263B22CCD966.avi,162,97,160,97,1
0X1A0A263B22CCD966.avi,160,97,158,96,1
0X1A0A263B22CCD966.avi,158,96,158,94,1
0X1A0A263B22CCD966.avi,158,94,156,92,1
0X1A0A263B22CCD966.avi,156,92,154,90,1
0X1A0A263B22CCD966.avi,154,90,153,89,1
0X1A0A263B22CCD966.avi,153,89,151,89,1
0X1A0A263B22CCD966.avi,151,89,149,88,1
0X1A0A263B22CCD966.avi,149,88,148,87,1
0X1A0A263B22CCD966.avi,148,87,146,85,1
0X1A0A263B22CCD966.avi,146,85,144,84,1
0X1A0A263B22CCD966.avi,144,84,142,82,1
0X1A0A263B22CCD966.avi,142,82,142,80,1
0X1A0A263B22CCD966.avi,142,80,141,78,1
0X1A0A263B22CCD966.avi,141,78,142,76,1
0X1A0A263B22CCD966.avi,142,76,142,74,1
0X1A0A263B22CCD966.avi,142,74,140,72,1
0X1A0A263B22CCD966.avi,140,72,140,70,1
0X1A0A263B22CCD966.avi,140,70,139,68,1
0X1A0A263B22CCD966.avi,139,68,138,66,1
0X1A0A263B22CCD966.avi,138,66,138,64,1
0X1A0A263B22CCD966.avi,138,64,138,62,1
0X1A0A263B22CCD966.avi,138,62,138,60,1
0X1A0A263B22CCD966.avi,138,60,139,58,1
0X1A0A263B22CCD966.avi,139,58,139,56,1
0X1A0A263B22CCD966.avi,139,56,139,54,1
0X1A0A263B22CCD966.avi,139,54,140,52,1
0X1A0A263B22CCD966.avi,140,52,140,50,1
0X1A0A263B22CCD966.avi,140,50,141,48,1
0X1A0A263B22CCD966.avi,141,48,142,47,1
0X1A0A263B22CCD966.avi,142,47,143,45,1
0X1A0A263B22CCD966.avi,143,45,144,44,1
0X1A0A263B22CCD966.avi,144,44,146,42,1
0X1A0A263B22CCD966.avi,146,42,148,41,1
0X1A0A263B22CCD966.avi,148,41,147,39,1
0X1A0A263B22CCD966.avi,147,39,146,38,1
0X1A0A263B22CCD966.avi,146,38,146,36,1
0X1A0A263B22CCD966.avi,146,36,145,36,1
0X1A0A263B22CCD966.avi,176,107,174,108,2
0X1A0A263B22CCD966.avi,174,108,172,109,2
0X1A0A263B22CCD966.avi,172,109,170,109,2
0X1A0A263B22CCD966.avi,170,109,168,109,2
0X1A0A263B22CCD966.avi,168,109,166,109,2
0X1A0A263B22CCD966.avi,166,109,164,109,2
0X1A0A263B22CCD966.avi,164,109,162,109,2
0X1A0A263B22CCD966.avi,162,109,160,109,2
0X1A0A263B22CCD966.avi,160,109,158,109,2
0X1A0A263B22CCD966.avi,158,109,156,109,2
0X1A0A263B22CCD966.avi,156,109,154,109,2
0X1A0A263B22CCD966.avi,154,109,152,109,2
0X1A0A263B22CCD966.avi,152,109,150,109,2
0X1A0A263B22CCD966.avi,150,109,148,109,2
0X1A0A263B22CCD966.avi,148,109,146,109,2
0X1A0A263B22CCD966.avi,146,109,144,109,2
0X1A0A263B22CCD966.avi,144,109,142,109,2
0X1A0A263B22CCD966.avi,142,109,140,109,2
0X1A0A263B22CCD966.avi,140,109,138,109,2
0X1A0A263B22CCD966.avi,138,109,136,109,2
0X1A0A263B22CCD966.avi,136,109,134,109,2
0X1A0A263B22CCD966.avi,134,109,132,109,2
0X1A0A263B22CCD966.avi,132,109,130,109,2
0X1A0A263B22CCD966.avi,130,109,128,110,2
0X1A0A263B22CCD966.avi,128,110,126,110,2
0X1A0A263B22CCD966.avi,126,110,127,110,2
0X1A0A263B22CCD966.avi,127,110,129,110,2
0X1A0A263B22CCD966.avi,129,110,131,110,2
0X1A0A263B22CCD966.avi,131,110,133,110,2
0X1A0A263B22CCD966.avi,133,110,135,110,2
0X1A0A263B22CCD966.avi,135,110,137,111,2
0X1A0A263B22CCD966.avi,137,111,139,111,2
0X1A0A263B22CCD966.avi,139,111,141,110,2
0X1A0A263B22CCD966.avi,141,110,143,111,2
0X1A0A263B22CCD966.avi,143,111,145,111,2
0X1A0A263B22CCD966.avi,145,111,147,111,2
0X1A0A263B22CCD966.avi,147,111,149,111,2
0X1A0A263B22CCD966.avi,149,111,151,111,2
0X1A0A263B22CCD966.avi,151,111,153,111,2
0X1A0A263B22CCD966.avi,153,111,155,110,2
0X1A0A263B22CCD966.avi,155,110,157,110,2
0X1A0A263B22CCD966.avi,157,110,159,111,2
0X1A0A263B22CCD966.avi,159,111,161,111,2
0X1A0A263B22CCD966.avi,161,111,163,110,2
0X1A0A263B22CCD966.avi,163,110,165,111,2
0X1A0A263B22CCD966.avi,165,111,167,111,2
0X1A0A263B22CCD966.avi,167,111,169,111,2
0X1A0A263B22CCD966.avi,169,111,171,111,2
0X1A0A263B22CCD966.avi,171,111,173,111,2
0X1A0A263B22CCD966.avi,173,111,175,111,2
0X1A0A263B22CCD966.avi,175,111,177,111,2
0X1A0A263B22CCD966.avi,177,111,179,111,2
0X1A0A263B22CCD966.avi,179,111,181,110,2
0X1A0A263B22CCD966.avi,181,110,183,111,2
0X1A0A263B22CCD966.avi,183,111,185,111,2
0X1A0A263B22CCD966.avi,185,111,187,110,2
0X1A0A263B22CCD966.avi,187,110,189,111,2
0X1A0A263B22CCD966.avi,189,111,191,110,2
0X1A0A263B22CCD966.avi,191,110,193,110,2
0X1A0A263B22CCD966.avi,193,110,195,110,2
0X1A0A263B22CCD966.avi,195,110,197,110,2
0X1A0A263B22CCD966.avi,197,110,199,110,2
0X1A0A263B22CCD966.avi,199,110,201,110,2
0X1A0A263B22CCD966.avi,201,110,203,110,2
0X1A0A263B22CCD966.avi,203,110,205,110,2
0X1A0A263B22CCD966.avi,205,110,207,110,2
0X1A0A263B22CCD966.avi,207,110,209,111,2
0X1A0A263B22CCD966.avi,209,111,211,110,2
0X1A0A263B22CCD966.avi,211,110,213,110,2
0X1A0A263B22CCD966.avi,213,110,215,110,2
0X1A0A263B22CCD966.avi,215,110,217,110,2
0X1A0A263B22CCD966.avi,217,110,219,110,2
0X1A0A263B22CCD966.avi,219,110,221,110,2
0X1A0A263B22CCD966.avi,221,110,223,110,2
0X1A0A263B22CCD966.avi,223,110,221,110,2
0X1A0A263B22CCD966.avi,221,110,219,110,2
0X1A0A263B22CCD966.avi,219,110,217,110,2
0X1A0A263B22CCD966.avi,217,110,215,110,2
0X1A0A263B22CCD966.avi,215,110,213,110,2
0X1A0A263B22CCD966.avi,213,110,211,110,2
0X1A0A263B22CCD966.avi,211,110,209,110,2
0X1A0A263B22CCD966.avi,209,110,207,110,2
0X1A0A263B22CCD966.avi,207,110,205,110,2
0X1A0A263B22CCD966.avi,205,110,203,110,2
0X1A0A263B22CCD966.avi,203,110,201,110,2
0X1A0A263B22CCD966.avi,201,110,199,110,2
0X1A0A263B22CCD966.avi,199,110,197,110,2
0X1A0A263B22CCD966.avi,197,110,195,110,2
0X1A0A263B22CCD966.avi,195,110,193,110,2
0X1A0A263B22CCD966.avi,193,110,191,110,2
0X1A0A263B22CCD966.avi,191,110,189,110,2
0X1A0A263B22CCD966.avi,189,110,187,110,2
0X1A0A263B22CCD966.avi,187,110,185,110,2
0X1A0A263B22CCD966.avi,185,110,183,110,2
0X1A0A263B22CCD966.avi,183,110,181,109,2
0X1A0A263B22CCD966.avi,181,109,179,109,2
0X1A0A263B22CCD966.avi,179,109,177,109,2
0X1A0A263B22CCD966.avi,177,109,175,108,2
0X1A0A263B22CCD966.avi,175,108,177,107,2
0X1A0A263B22CCD966.avi,177,107,176,107,2
0X1A0A263B22CCD966.avi,192,34,192,36,3
0X1A0A263B22CCD966.avi,192,36,192,38,3
0X1A0A263B22CCD966.avi,192,38,191,40,3
0X1A0A263B22CCD966.avi,191,40,192,42,3
0X1A0A263B22CCD966.avi,192,42,194,44,3
0X1A0A263B22CCD966.avi,194,44,194,46,3
0X1A0A263B22CCD966.avi,194,46,196,48,3
0X1A0A263B22CCD966.avi,196,48,196,50,3
0X1A0A263B22CCD966.avi,196,50,196,52,3
0X1A0A263B22CCD966.avi,196,52,197,54,3
0X1A0A263B22CCD966.avi,197,54,197,56,3
0X1A0A263B22CCD966.avi,197,56,199,58,3
0X1A0A263B22CCD966.avi,199,58,197,60,3
0X1A0A263B22CCD966.avi,197,60,196,62,3
0X1A0A263B22CCD966.avi,196,62,194,64,3
0X1A0A263B22CCD966.avi,194,64,192,64,3
0X1A0A263B22CCD966.avi,192,64,190,64,3
0X1A0A263B22CCD966.avi,190,64,188,64,3
0X1A0A263B22CCD966.avi,188,64,186,63,3
0X1A0A263B22CCD966.avi,186,63,184,63,3
0X1A0A263B22CCD966.avi,184,63,182,63,3
0X1A0A263B22CCD966.avi,182,63,180,63,3
0X1A0A263B22CCD966.avi,180,63,178,63,3
0X1A0A263B22CCD966.avi,178,63,176,63,3
0X1A0A263B22CCD966.avi,176,63,174,63,3
0X1A0A263B22CCD966.avi,174,63,172,63,3
0X1A0A263B22CCD966.avi,172,63,170,64,3
0X1A0A263B22CCD966.avi,170,64,168,64,3
0X1A0A263B22CCD966.avi,168,64,166,65,3
0X1A0A263B22CCD966.avi,166,65,164,65,3
0X1A0A263B22CCD966.avi,164,65,162,65,3
0X1A0A263B22CCD966.avi,162,65,160,67,3
0X1A0A263B22CCD966.avi,160,67,158,68,3
0X1A0A263B22CCD966.avi,158,68,156,67,3
0X1A0A263B22CCD966.avi,156,67,154,66,3
0X1A0A263B22CCD966.avi,154,66,152,65,3
0X1A0A263B22CCD966.avi,152,65,150,64,3
0X1A0A263B22CCD966.avi,150,64,148,64,3
0X1A0A263B22CCD966.avi,148,64,146,63,3
0X1A0A263B22CCD966.avi,146,63,145,62,3
0X1A0A263B22CCD966.avi,145,62,143,61,3
0X1A0A263B22CCD966.avi,143,61,141,59,3
0X1A0A263B22CCD966.avi,141,59,140,57,3
0X1A0A263B22CCD966.avi,140,57,140,55,3
0X1A0A263B22CCD966.avi,140,55,142,54,3
0X1A0A263B22CCD966.avi,142,54,142,52,3
0X1A0A263B22CCD966.avi,142,52,143,50,3
0X1A0A263B22CCD966.avi,143,50,144,49,3
0X1A0A263B22CCD966.avi,144,49,146,47,3
0X1A0A263B22CCD966.avi,146,47,146,45,3
0X1A0A263B22CCD966.avi,146,45,146,43,3
0X1A0A263B22CCD966.avi,146,43,146,43,3
0X1A0A263B22CCD966.avi,146,43,146,45,3
0X1A0A263B22CCD966.avi,146,45,145,47,3
0X1A0A263B22CCD966.avi,145,47,144,49,3
0X1A0A263B22CCD966.avi,144,49,142,51,3
0X1A0A263B22CCD966.avi,142,51,141,53,3
0X1A0A263B22CCD966.avi,141,53,140,55,3
0X1A0A263B22CCD966.avi,140,55,140,57,3
0X1A0A263B22CCD966.avi,140,57,140,59,3
0X1A0A263B22CCD966.avi,140,59,140,61,3
0X1A0A263B22CCD966.avi,140,61,140,63,3
0X1A0A263B22CCD966.avi,140,63,140,65,3
0X1A0A263B22CCD966.avi,140,65,140,67,3
0X1A0A263B22CCD966.avi,140,67,140,69,3
0X1A0A263B22CCD966.avi,140,69,140,71,3
0X1A0A263B22CCD966.avi,140,71,139,73,3
0X1A0A263B22CCD966.avi,139,73,138,75,3
0X1A0A263B22CCD966.avi,138,75,138,77,3
0X1A0A263B22CCD966.avi,138,77,139,79,3
0X1A0A263B22CCD966.avi,139,79,140,81,3
0X1A0A263B22CCD966.avi,140,81,140,81,3
0X1A0A263B22CCD966.avi,140,81,139,79,3
0X1A0A263B22CCD966.avi,139,79,139,77,3
0X1A0A263B22CCD966.avi,139,77,139,75,3
0X1A0A263B22CCD966.avi,139,75,140,73,3
0X1A0A263B22CCD966.avi,140,73,140,71,3
0X1A0A263B22CCD966.avi,140,71,140,69,3
0X1A0A263B22CCD966.avi,140,69,141,67,3
0X1A0A263B22CCD966.avi,141,67,143,67,3
0X1A0A263B22CCD966.avi,143,67,145,66,3
0X1A0A263B22CCD966.avi,145,66,147,64,3
0X1A0A263B22CCD966.avi,147,64,149,65,3
0X1A0A263B22CCD966.avi,149,65,151,65,3
0X1A0A263B22CCD966.avi,151,65,153,65,3
0X1A0A263B22CCD966.avi,153,65,154,67,3
0X1A0A263B22CCD966.avi,154,67,156,69,3
0X1A0A263B22CCD966.avi,156,69,158,70,3
0X1A0A263B22CCD966.avi,158,70,160,70,3
0X1A0A263B22CCD966.avi,160,70,162,68,3
0X1A0A263B22CCD966.avi,162,68,163,66,3
0X1A0A263B22CCD966.avi,163,66,165,66,3
0X1A0A263B22CCD966.avi,165,66,167,66,3
0X1A0A263B22CCD966.avi,167,66,168,64,3
0X1A0A263B22CCD966.avi,168,64,170,64,3
0X1A0A263B22CCD966.avi,170,64,172,64,3
0X1A0A263B22CCD966.avi,172,64,174,64,3
0X1A0A263B22CCD966.avi,174,64,176,64,3
0X1A0A263B22CCD966.avi,176,64,178,63,3
0X1A0A263B22CCD966.avi,178,63,180,64,3
0X1A0A263B22CCD966.avi,180,64,182,64,3
0X1A0A263B22CCD966.avi,182,64,184,63,3
0X1A0A263B22CCD966.avi,184,63,186,63,3
0X1A0A263B22CCD966.avi,186,63,188,64,3
0X1A0A263B22CCD966.avi,188,64,188,66,3
0X1A0A263B22CCD966.avi,188,66,190,64,3
0X1A0A263B22CCD966.avi,190,64,192,65,3
0X1A0A263B22CCD966.avi,192,65,193,66,3
0X1A0A263B22CCD966.avi,193,66,194,65,3
0X1A0A263B22CCD966.avi,194,65,196,65,3
0X1A0A263B22CCD966.avi,196,65,196,64,3
0X1A0A263B22CCD966.avi,196,64,198,63,3
0X1A0A263B22CCD966.avi,198,63,198,61,3
0X1A0A263B22CCD966.avi,198,61,199,59,3
0X1A0A263B22CCD966.avi,199,59,199,57,3
0X1A0A263B22CCD966.avi,199,57,198,55,3
0X1A0A263B22CCD966.avi,198,55,197,53,3
0X1A0A263B22CCD966.avi,197,53,197,51,3
0X1A0A263B22CCD966.avi,197,51,196,49,3
0X1A0A263B22CCD966.avi,196,49,196,47,3
0X1A0A263B22CCD966.avi,196,47,194,46,3
0X1A0A263B22CCD966.avi,194,46,194,44,3
0X1A0A263B22CCD966.avi,194,44,194,42,3
0X1A0A263B22CCD966.avi,194,42,194,40,3
0X1A0A263B22CCD966.avi,194,40,192,38,3
0X1A0A263B22CCD966.avi,192,38,193,36,3
0X1A0A263B22CCD966.avi,193,36,193,34,3
0X1A0A263B22CCD966.avi,193,34,193,34,3
0X1A0A263B22CCD966.avi,193,34,192,34,3
0X1A0A263B22CCD966.avi,173,108,171,109,4
0X1A0A263B22CCD966.avi,171,109,169,109,4
0X1A0A263B22CCD966.avi,169,109,167,109,4
0X1A0A263B22CCD966.avi,167,109,165,109,4
0X1A0A263B22CCD966.avi,165,109,163,109,4
0X1A0A263B22CCD966.avi,163,109,161,109,4
0X1A0A263B22CCD966.avi,161,109,159,109,4
0X1A0A263B22CCD966.avi,159,109,157,109,4
0X1A0A263B22CCD966.avi,157,109,155,109,4
0X1A0A263B22CCD966.avi,155,109,153,109,4
0X1A0A263B22CCD966.avi,153,109,151,109,4
0X1A0A263B22CCD966.avi,151,109,149,109,4
0X1A0A263B22CCD966.avi,149,109,147,109,4
0X1A0A263B22CCD966.avi,147,109,145,109,4
0X1A0A263B22CCD966.avi,145,109,143,109,4
0X1A0A263B22CCD966.avi,143,109,141,109,4
0X1A0A263B22CCD966.avi,141,109,139,109,4
0X1A0A263B22CCD966.avi,139,109,137,109,4
0X1A0A263B22CCD966.avi,137,109,135,109,4
0X1A0A263B22CCD966.avi,135,109,133,109,4
0X1A0A263B22CCD966.avi,133,109,131,109,4
0X1A0A263B22CCD966.avi,131,109,129,109,4
0X1A0A263B22CCD966.avi,129,109,127,110,4
0X1A0A263B22CCD966.avi,127,110,126,111,4
0X1A0A263B22CCD966.avi,126,111,128,110,4
0X1A0A263B22CCD966.avi,128,110,130,110,4
0X1A0A263B22CCD966.avi,130,110,132,110,4
0X1A0A263B22CCD966.avi,132,110,134,110,4
0X1A0A263B22CCD966.avi,134,110,136,111,4
0X1A0A263B22CCD966.avi,136,111,138,110,4
0X1A0A263B22CCD966.avi,138,110,140,111,4
0X1A0A263B22CCD966.avi,140,111,142,111,4
0X1A0A263B22CCD966.avi,142,111,144,111,4
0X1A0A263B22CCD966.avi,144,111,146,111,4
0X1A0A263B22CCD966.avi,146,111,148,111,4
0X1A0A263B22CCD966.avi,148,111,150,111,4
0X1A0A263B22CCD966.avi,150,111,152,111,4
0X1A0A263B22CCD966.avi,152,111,154,111,4
0X1A0A263B22CCD966.avi,154,111,156,111,4
0X1A0A263B22CCD966.avi,156,111,158,111,4
0X1A0A263B22CCD966.avi,158,111,160,110,4
0X1A0A263B22CCD966.avi,160,110,162,111,4
0X1A0A263B22CCD966.avi,162,111,164,111,4
0X1A0A263B22CCD966.avi,164,111,166,111,4
0X1A0A263B22CCD966.avi,166,111,168,111,4
0X1A0A263B22CCD966.avi,168,111,170,111,4
0X1A0A263B22CCD966.avi,170,111,172,111,4
0X1A0A263B22CCD966.avi,172,111,174,111,4
0X1A0A263B22CCD966.avi,174,111,176,111,4
0X1A0A263B22CCD966.avi,176,111,178,111,4
0X1A0A263B22CCD966.avi,178,111,180,111,4
0X1A0A263B22CCD966.avi,180,111,182,111,4
0X1A0A263B22CCD966.avi,182,111,184,111,4
0X1A0A263B22CCD966.avi,184,111,186,110,4
0X1A0A263B22CCD966.avi,186,110,188,110,4
0X1A0A263B22CCD966.avi,188,110,190,110,4
0X1A0A263B22CCD966.avi,190,110,192,110,4
0X1A0A263B22CCD966.avi,192,110,194,110,4
0X1A0A263B22CCD966.avi,194,110,196,110,4
0X1A0A263B22CCD966.avi,196,110,198,110,4
0X1A0A263B22CCD966.avi,198,110,200,110,4
0X1A0A263B22CCD966.avi,200,110,202,110,4
0X1A0A263B22CCD966.avi,202,110,204,110,4
0X1A0A263B22CCD966.avi,204,110,206,110,4
0X1A0A263B22CCD966.avi,206,110,208,110,4
0X1A0A263B22CCD966.avi,208,110,210,110,4
0X1A0A263B22CCD966.avi,210,110,212,110,4
0X1A0A263B22CCD966.avi,212,110,214,110,4
0X1A0A263B22CCD966.avi,214,110,216,110,4
0X1A0A263B22CCD966.avi,216,110,218,110,4
0X1A0A263B22CCD966.avi,218,110,220,110,4
0X1A0A263B22CCD966.avi,220,110,220,108,4
0X1A0A263B22CCD966.avi,220,108,218,109,4
0X1A0A263B22CCD966.avi,218,109,216,109,4
0X1A0A263B22CCD966.avi,216,109,214,110,4
0X1A0A263B22CCD966.avi,214,110,212,110,4
0X1A0A263B22CCD966.avi,212,110,210,110,4
0X1A0A263B22CCD966.avi,210,110,208,109,4
0X1A0A263B22CCD966.avi,208,109,206,109,4
0X1A0A263B22CCD966.avi,206,109,204,110,4
0X1A0A263B22CCD966.avi,204,110,202,109,4
0X1A0A263B22CCD966.avi,202,109,200,109,4
0X1A0A263B22CCD966.avi,200,109,198,110,4
0X1A0A263B22CCD966.avi,198,110,196,109,4
0X1A0A263B22CCD966.avi,196,109,194,109,4
0X1A0A263B22CCD966.avi,194,109,192,109,4
0X1A0A263B22CCD966.avi,192,109,190,109,4
0X1A0A263B22CCD966.avi,190,109,188,109,4
0X1A0A263B22CCD966.avi,188,109,186,109,4
0X1A0A263B22CCD966.avi,186,109,184,109,4
0X1A0A263B22CCD966.avi,184,109,182,109,4
0X1A0A263B22CCD966.avi,182,109,180,109,4
0X1A0A263B22CCD966.avi,180,109,178,109,4
0X1A0A263B22CCD966.avi,178,109,176,109,4
0X1A0A263B22CCD966.avi,176,109,174,108,4
0X1A0A263B22CCD966.avi,174,108,173,108,4
0X1A0A263B22CCD966.avi,223,67,223,69,5
0X1A0A263B22CCD966.avi,223,69,223,71,5
0X1A0A263B22CCD966.avi,223,71,223,73,5
0X1A0A263B22CCD966.avi,223,73,223,75,5
0X1A0A263B22CCD966.avi,223,75,223,77,5
0X1A0A263B22CCD966.avi,223,77,223,79,5
0X1A0A263B22CCD966.avi,223,79,223,81,5
0X1A0A263B22CCD966.avi,223,81,223,83,5
0X1A0A263B22CCD966.avi,223,83,223,85,5
0X1A0A263B22CCD966.avi,223,85,222,87,5
0X1A0A263B22CCD966.avi,222,87,222,89,5
0X1A0A263B22CCD966.avi,222,89,222,91,5
0X1A0A263B22CCD966.avi,222,91,222,93,5
0X1A0A263B22CCD966.avi,222,93,221,95,5
0X1A0A263B22CCD966.avi,221,95,219,95,5
0X1A0A263B22CCD966.avi,219,95,217,95,5
0X1A0A263B22CCD966.avi,217,95,215,95,5
0X1A0A263B22CCD966.avi,215,95,213,94,5
0X1A0A263B22CCD966.avi,213,94,211,93,5
0X1A0A263B22CCD966.avi,211,93,210,94,5
0X1A0A263B22CCD966.avi,210,94,210,96,5
0X1A0A263B22CCD966.avi,210,96,210,98,5
0X1A0A263B22CCD966.avi,210,98,210,100,5
0X1A0A263B22CCD966.avi,210,100,211,102,5
0X1A0A263B22CCD966.avi,211,102,211,100,5
0X1A0A263B22CCD966.avi,211,100,211,98,5
0X1A0A263B22CCD966.avi,211,98,211,96,5
0X1A0A263B22CCD966.avi,211,96,210,94,5
0X1A0A263B22CCD966.avi,210,94,212,93,5
